"","chrom","nuc"
"1620",15,23232
"1621",15,25602
"1622",15,31364
"1623",15,32327
"1624",15,32651
"1625",15,33953
"1626",15,37198
"1627",15,37687
"1628",15,40050
"1629",15,42541
"1630",15,46419
"1631",15,47336.284
"1632",15,48250
"1633",15,49230
"1634",15,49512
"1635",15,50811
"1636",15,52596
"1637",15,53725
"1638",15,53806
"1639",15,54130
"1640",15,57302
"1641",15,58191
"1642",15,58459
"1643",15,58506
"1644",15,58647
"1645",15,61143
"1646",15,61304
"1647",15,62769
"1648",15,63585
"1649",15,64033
"1650",15,64253
"1651",15,65074.244
"1652",15,65209
"1653",15,65746
"1654",15,67456
"1655",15,67649
"1656",15,70071
"1657",15,70224
"1658",15,70593
"1659",15,72054.671
"1660",15,72148
"1661",15,72774
"1662",15,76260
"1663",15,76549
"1664",15,76930
"1665",15,77858
"1666",15,78495
"1667",15,81611
"1668",15,81944
"1669",15,82804
"1670",15,83155
"1671",15,83600
"1672",15,85146
"1673",15,85888
"1674",15,88990.369
"1675",15,89204
"1676",15,92167
"1677",15,92715
"1678",15,95763
"1679",15,96437
"1680",15,96928.028
"1681",15,100257
"1682",16,44
"1683",16,2419.35
"1684",16,3778
"1685",16,6528
"1686",16,8154
"1687",16,8833
"1688",16,8997
"1689",16,11003
"1690",16,11608
"1691",16,12088
"1692",16,12777
"1693",16,16175.079
"1694",16,18469
"1695",16,18598
"1696",16,20413
"1697",16,23518
"1698",16,23813.897
"1699",16,29955
"1700",16,31616
"1701",16,48483
"1702",16,49514
"1703",16,50420
"1704",16,50758
"1705",16,55043
"1706",16,55603
"1707",16,56005
"1708",16,56509
"1709",16,57967
"1710",16,57967
"1711",16,58468
"1712",16,60574
"1713",16,62029
"1714",16,62316
"1715",16,64926
"1716",16,66171
"1717",16,66424
"1718",16,67002.304
"1719",16,67365
"1720",16,68111
"1721",16,68547
"1722",16,68547.412
"1723",16,68595
"1724",16,68772
"1725",16,69052
"1726",16,69411
"1727",16,71378
"1728",16,71389
"1729",16,75107
"1730",16,75323
"1731",16,76297
"1732",16,76938
"1733",16,78534
"1734",16,78534
"1735",16,82157
"1736",16,83412
"1737",16,83608
"1738",16,84216
"1739",16,85116
"1740",16,85736
"1741",16,89351.472
"1742",16,89514
"1743",17,0
"1744",17,381
"1745",17,624
"1746",17,854
"1747",17,874
"1748",17,2494
"1749",17,2572
"1750",17,2704
"1751",17,2704
"1752",17,2765
"1753",17,2765
"1754",17,2896
"1755",17,6452
"1756",17,7133.91
"1757",17,7458.093
"1758",17,7671
"1759",17,7772
"1760",17,8460
"1761",17,8598
"1762",17,9012
"1763",17,10066
"1764",17,12695.569
"1765",17,14414
"1766",17,14461
"1767",17,15334
"1768",17,16303
"1769",17,16751.015
"1770",17,19537
"1771",17,27121.17
"1772",17,28652
"1773",17,29255
"1774",17,30082
"1775",17,31435
"1776",17,33484
"1777",17,33563
"1778",17,33563
"1779",17,34027
"1780",17,38257
"1781",17,38259.651
"1782",17,38620.672
"1783",17,38681
"1784",17,38827
"1785",17,38860.534
"1786",17,38874
"1787",17,38917.959
"1788",17,39398
"1789",17,39869
"1790",17,41355
"1791",17,41569.482
"1792",17,43194
"1793",17,43198
"1794",17,43281.976
"1795",17,45331
"1796",17,45775
"1797",17,47275
"1798",17,47395
"1799",17,48029
"1800",17,48315
"1801",17,49706
"1802",17,50701
"1803",17,50764
"1804",17,50764
"1805",17,51088
"1806",17,53714
"1807",17,53757
"1808",17,54012.047
"1809",17,55364.733
"1810",17,57549.987
"1811",17,58226
"1812",17,58502
"1813",17,58714
"1814",17,65427
"1815",17,67226
"1816",17,69205
"1817",17,70598
"1818",17,71251
"1819",17,71815
"1820",17,73078
"1821",17,73659
"1822",17,73781
"1823",17,74492
"1824",17,74959
"1825",17,75104
"1826",17,76832
"1827",17,77897
"1828",17,78402
"1829",17,81860
"1830",18,0
"1831",18,711.742
"1832",18,2655
"1833",18,3377
"1834",18,3431
"1835",18,4458
"1836",18,5911
"1837",18,8256.317
"1838",18,9698.353
"1839",18,9932
"1840",18,10150
"1841",18,10750
"1842",18,12587
"1843",18,12905
"1844",18,13082
"1845",18,17272
"1846",18,19622
"1847",18,23275
"1848",18,25164.042
"1849",18,28036
"1850",18,30825
"1851",18,32374
"1852",18,33435
"1853",18,35981
"1854",18,42181
"1855",18,43587
"1856",18,44017
"1857",18,45621
"1858",18,46730
"1859",18,46839
"1860",18,48986
"1861",18,49140
"1862",18,51859
"1863",18,52816
"1864",18,54596
"1865",18,55422
"1866",18,56871
"1867",18,57286
"1868",18,58940
"1869",18,59071
"1870",18,59134.103
"1871",18,59636
"1872",18,64476
"1873",18,64907
"1874",18,65504
"1875",18,66822
"1876",18,70193
"1877",18,72859
"1878",18,73109
"1879",18,75214
"1880",18,76115
"1881",19,0
"1882",19,903
"1883",19,2419
"1884",19,3006
"1885",19,7067.637
"1886",19,11033
"1887",19,11734
"1888",19,12763.332
"1889",19,13702
"1890",19,14304
"1891",19,14886
"1892",19,18127
"1893",19,19023
"1894",19,33315
"1895",19,33418
"1896",19,34302
"1897",19,34995
"1898",19,37482
"1899",19,41164
"1900",19,43016
"1901",19,43373
"1902",19,43862
"1903",19,45433.778
"1904",19,47672
"1905",19,48076
"1906",19,48859
"1907",19,48973
"1908",19,49695
"1909",19,50140.342
"1910",19,50663.092
"1911",19,50685
"1912",19,51666
"1913",19,52665
"1914",19,53310.514
"1915",19,53768
"1916",19,54420
"1917",19,55230
"1918",19,56209
"1919",19,60725
"1920",19,62474
"1921",19,64000
"1922",20,127
"1923",20,307
"1924",20,474
"1925",20,614.133
"1926",20,1263.145
"1927",20,1972
"1928",20,2535
"1929",20,2898.852
"1930",20,3123
"1931",20,3772.106
"1932",20,3772.106
"1933",20,3775
"1934",20,3781
"1935",20,4543
"1936",20,5082
"1937",20,5091
"1938",20,5513
"1939",20,6138
"1940",20,6701
"1941",20,8790
"1942",20,8857
"1943",20,10613
"1944",20,10783
"1945",20,11037
"1946",20,11071
"1947",20,11519
"1948",20,11519
"1949",20,13575
"1950",20,15593
"1951",20,15615
"1952",20,16942
"1953",20,17251.917
"1954",20,17708
"1955",20,18211
"1956",20,18483.545
"1957",20,19662.193
"1958",20,23093
"1959",20,23609
"1960",20,24179
"1961",20,24412
"1962",20,30999
"1963",20,31323
"1964",20,31326
"1965",20,31711
"1966",20,32918.605
"1967",20,33392.913
"1968",20,34018.253
"1969",20,35925.95
"1970",20,36697
"1971",20,36697.499
"1972",20,36736
"1973",20,38669
"1974",20,39568
"1975",20,40192
"1976",20,40260
"1977",20,40437
"1978",20,40486.693
"1979",20,41360
"1980",20,41643
"1981",20,42402
"1982",20,42981.137
"1983",20,43030
"1984",20,43291
"1985",20,43830
"1986",20,44137
"1987",20,44334
"1988",20,44389.228
"1989",20,44521.117
"1990",20,44793.913
"1991",20,45625
"1992",20,46209
"1993",20,46514
"1994",20,46816.106
"1995",20,46816.106
"1996",20,46846
"1997",20,47237
"1998",20,47924
"1999",20,47999
"2000",20,48348.259
"2001",20,49494
"2002",20,49494.125
"2003",20,49812
"2004",20,49812
"2005",20,49885
"2006",20,50072
"2007",20,50670
"2008",20,51182
"2009",20,51669
"2010",20,52394
"2011",20,52854
"2012",20,52869.034
"2013",20,52869.034
"2014",20,53054
"2015",20,53186
"2016",20,53245.938
"2017",20,53455
"2018",20,53455.409
"2019",20,53455.409
"2020",20,53691
"2021",20,54446
"2022",20,54558
"2023",20,54999
"2024",20,55629.949
"2025",20,55630
"2026",20,56590
"2027",20,56590.236
"2028",20,56821.557
"2029",20,59444
"2030",20,62704
"2031",20,62767
"2032",20,63742
"2033",21,14999
"2034",21,16652
"2035",21,18245
"2036",21,18596
"2037",21,20982
"2038",21,22225
"2039",21,24047
"2040",21,26175
"2041",21,26442
"2042",21,26666
"2043",21,26777
"2044",21,26789
"2045",21,26923
"2046",21,28597
"2047",21,29646
"2048",21,29766
"2049",21,29801
"2050",21,30853
"2051",21,31101
"2052",21,31237.013
"2053",21,31281
"2054",21,31408
"2055",21,31454
"2056",21,31577
"2057",21,32217
"2058",21,32693
"2059",21,33198.273
"2060",21,33596.794
"2061",21,33648.248
"2062",21,34528
"2063",21,34980.199
"2064",21,35080.5
"2065",21,36747
"2066",21,38675.72
"2067",21,38715
"2068",21,39115.225
"2069",21,40277
"2070",21,41720.076
"2071",21,41751
"2072",21,43367.829
"2073",21,43579.897
"2074",21,45081.741
"2075",21,46788
"2076",21,46874.316
"2077",22,15547
"2078",22,17693
"2079",22,21847
"2080",22,21847.252
"2081",22,22408.326
"2082",22,27826
"2083",22,28159.125
"2084",22,28324
"2085",22,34543
"2086",22,35153
"2087",22,37172
"2088",22,37863
"2089",22,37863.104
"2090",22,38159.607
"2091",22,40483
"2092",22,43367
"2093",22,43995
"2094",22,49211
"2095",23,0
"2096",23,6599
"2097",23,7908
"2098",23,16360
"2099",23,18845
"2100",23,21572
"2101",23,30476
"2102",23,30879
"2103",23,31094
"2104",23,31163
"2105",23,33752
"2106",23,36500
"2107",23,37039
"2108",23,40235
"2109",23,41939
"2110",23,42854
"2111",23,47333
"2112",23,48740.972
"2113",23,54384
"2114",23,63455
"2115",23,65192
"2116",23,65630.664
"2117",23,65630.664
"2118",23,67136
"2119",23,68315
"2120",23,70314
"2121",23,71907
"2122",23,73363
"2123",23,98701
"2124",23,99376
"2125",23,99376.298
"2126",23,99515.97
"2127",23,99773
"2128",23,101504
"2129",23,104807
"2130",23,109584
"2131",23,109768
"2132",23,121135
"2133",23,125353
"2134",23,127258
"2135",23,129120
"2136",23,129403.027
"2137",23,133683
"2138",23,133888
"2139",23,134636
"2140",23,135853
"2141",23,139089.071
"2142",23,145658
"2143",23,146341
"2144",23,146779
"2145",23,147086
"2146",23,147866
"2147",23,148175
"2148",23,151638.432
"2149",23,153692
